,sku,style,skushortname,size,bin,zone,inv_bucket,soh,available_qty,commited_qty,picked_qty,hold_qty,unit_wac,inv_cost,sku_barcode,location,brand_name,uom
1985,PARK-BLACK-03,PARK-BLACK-03,Park-Black-03,03,2.8,Saleable Zone,good,13,13,0,0,0,39.99,519.87,8907928291980,Warehouse,Off The Hook,Pcs
1986,PARK-BLACK-04,PARK-BLACK-04,Park-Black-04,04,2.8,Saleable Zone,good,1,1,0,0,0,39.99,39.99,8907928292000,Warehouse,Off The Hook,Pcs
1987,PARK-BLACK-05,PARK-BLACK-05,Park-Black-05,05,2.8,Saleable Zone,good,1,1,0,0,0,39.99,39.99,8907928292024,Warehouse,Off The Hook,Pcs
1988,PARK-BLACK-06,PARK-BLACK-06,Park-Black-06,06,2.8,Saleable Zone,good,1,1,0,0,0,39.99,39.99,8907928292048,Warehouse,Off The Hook,Pcs
1989,PARK-BLACK-07,PARK-BLACK-07,Park-Black-07,07,2.8,Saleable Zone,good,1,1,0,0,0,39.99,39.99,8907928292062,Warehouse,Off The Hook,Pcs
1990,PARK-BLACK-08,PARK-BLACK-08,Park-Black-08,08,2.8,Saleable Zone,good,1,1,0,0,0,39.99,39.99,8907928292086,Warehouse,Off The Hook,Pcs
1991,PARK-BROWN-03,PARK-BROWN-03,Park-Brown-03,03,OTH-R,SALZON2,good,20,20,0,0,0,12.26,245.2,8907928297326,Warehouse,Off The Hook,Pcs
1992,PARK-BROWN-04,PARK-BROWN-04,Park-Brown-04,04,OTH-R,SALZON2,good,20,20,0,0,0,12.26,245.2,8907928297340,Warehouse,Off The Hook,Pcs
1993,PARK-BROWN-05,PARK-BROWN-05,Park-Brown-05,05,OTH-R,SALZON2,good,20,20,0,0,0,12.26,245.2,8907928297364,Warehouse,Off The Hook,Pcs
1994,PARK-BROWN-06,PARK-BROWN-06,Park-Brown-06,06,OTH-R,SALZON2,good,20,20,0,0,0,12.26,245.2,8907928297388,Warehouse,Off The Hook,Pcs
1995,PARK-BROWN-07,PARK-BROWN-07,Park-Brown-07,07,OTH-R,SALZON2,good,20,20,0,0,0,12.26,245.2,8907928297401,Warehouse,Off The Hook,Pcs
1996,PARK-BROWN-08,PARK-BROWN-08,Park-Brown-08,08,OTH-R,SALZON2,good,20,20,0,0,0,12.26,245.2,8907928297425,Warehouse,Off The Hook,Pcs
1997,PARK-MAMBA-03,PARK-MAMBA-03,Park-Mamba-03,03,6.2,Saleable Zone,good,13,13,0,0,0,40.99,532.87,8907928292208,Warehouse,Off The Hook,Pcs
1998,PARK-MAMBA-03,PARK-MAMBA-03,Park-Mamba-03,03,OTH-R,SALZON2,good,22,22,0,0,0,40.99,901.78,8907928292208,Warehouse,Off The Hook,Pcs
1999,PARK-MAMBA-04,PARK-MAMBA-04,Park-Mamba-04,04,6.2,Saleable Zone,good,4,4,0,0,0,40.99,163.96,8907928292222,Warehouse,Off The Hook,Pcs
2000,PARK-MAMBA-04,PARK-MAMBA-04,Park-Mamba-04,04,OTH-R,SALZON2,good,63,63,0,0,0,40.99,2582.37,8907928292222,Warehouse,Off The Hook,Pcs
2001,PARK-MAMBA-05,PARK-MAMBA-05,Park-Mamba-05,05,6.2,Saleable Zone,good,1,1,0,0,0,40.99,40.99,8907928292246,Warehouse,Off The Hook,Pcs
2002,PARK-MAMBA-05,PARK-MAMBA-05,Park-Mamba-05,05,OTH-R,SALZON2,good,95,95,0,0,0,40.99,3894.05,8907928292246,Warehouse,Off The Hook,Pcs
2003,PARK-MAMBA-06,PARK-MAMBA-06,Park-Mamba-06,06,6.2,Saleable Zone,good,1,1,0,0,0,40.99,40.99,8907928292260,Warehouse,Off The Hook,Pcs
2004,PARK-MAMBA-06,PARK-MAMBA-06,Park-Mamba-06,06,OTH-R,SALZON2,good,95,95,0,0,0,40.99,3894.05,8907928292260,Warehouse,Off The Hook,Pcs
2005,PARK-MAMBA-07,PARK-MAMBA-07,Park-Mamba-07,07,OTH-R,SALZON2,good,63,63,0,0,0,40.99,2582.37,8907928292284,Warehouse,Off The Hook,Pcs
2006,PARK-MAMBA-08,PARK-MAMBA-08,Park-Mamba-08,08,6.2,Saleable Zone,good,9,9,0,0,0,40.99,368.91,8907928292307,Warehouse,Off The Hook,Pcs
2007,PARK-MAMBA-08,PARK-MAMBA-08,Park-Mamba-08,08,OTH-R,SALZON2,good,22,22,0,0,0,40.99,901.78,8907928292307,Warehouse,Off The Hook,Pcs
2008,PARK-SAND-03,PARK-SAND-03,Park-Sand-03,03,6.11,Saleable Zone,good,2,2,0,0,0,39.99,79.98,8907928292093,Warehouse,Off The Hook,Pcs
2009,PARK-SAND-03,PARK-SAND-03,Park-Sand-03,03,OTH-R,SALZON2,good,12,12,0,0,0,39.99,479.88,8907928292093,Warehouse,Off The Hook,Pcs
2010,PARK-SAND-04,PARK-SAND-04,Park-Sand-04,04,6.11,Saleable Zone,good,2,2,0,0,0,39.99,79.98,8907928292116,Warehouse,Off The Hook,Pcs
2011,PARK-SAND-04,PARK-SAND-04,Park-Sand-04,04,OTH-R,SALZON2,good,13,13,0,0,0,39.99,519.87,8907928292116,Warehouse,Off The Hook,Pcs
2012,PARK-SAND-05,PARK-SAND-05,Park-Sand-05,05,6.11,Saleable Zone,good,4,4,0,0,0,39.99,159.96,8907928292130,Warehouse,Off The Hook,Pcs
2013,PARK-SAND-05,PARK-SAND-05,Park-Sand-05,05,OTH-R,SALZON2,good,15,15,0,0,0,39.99,599.85,8907928292130,Warehouse,Off The Hook,Pcs
2014,PARK-SAND-06,PARK-SAND-06,Park-Sand-06,06,6.11,Saleable Zone,good,10,10,0,0,0,39.99,399.9,8907928292154,Warehouse,Off The Hook,Pcs
2015,PARK-SAND-07,PARK-SAND-07,Park-Sand-07,07,6.11,Saleable Zone,good,2,2,0,0,0,39.99,79.98,8907928292178,Warehouse,Off The Hook,Pcs
2016,PARK-SAND-07,PARK-SAND-07,Park-Sand-07,07,OTH-R,SALZON2,good,13,13,0,0,0,39.99,519.87,8907928292178,Warehouse,Off The Hook,Pcs
2017,PARK-SAND-08,PARK-SAND-08,Park-Sand-08,08,6.11,Saleable Zone,good,2,2,0,0,0,39.99,79.98,8907928292192,Warehouse,Off The Hook,Pcs
2018,PARK-SAND-08,PARK-SAND-08,Park-Sand-08,08,OTH-R,SALZON2,good,12,12,0,0,0,39.99,479.88,8907928292192,Warehouse,Off The Hook,Pcs
2019,PARKSIDE-BLACK-03.5,PARKSIDE-BLACK-03.5,Parkside-Black-03.5,03.5,9.15,Saleable Zone,good,11,11,0,0,0,25,275,8907928277977,Warehouse,Off The Hook,Pcs
2020,PARKSIDE-BLACK-03.5,PARKSIDE-BLACK-03.5,Parkside-Black-03.5,03.5,OTH-R,SALZON2,good,10,10,0,0,0,25,250,8907928277977,Warehouse,Off The Hook,Pcs
2021,PARKSIDE-BLACK-04,PARKSIDE-BLACK-04,Parkside-Black-04,04,9.15,Saleable Zone,good,11,11,0,0,0,25,275,8907928277984,Warehouse,Off The Hook,Pcs
2022,PARKSIDE-BLACK-05,PARKSIDE-BLACK-05,Parkside-Black-05,05,9.15,Saleable Zone,good,15,15,0,0,0,25,375,8907928278004,Warehouse,Off The Hook,Pcs
2023,PARKSIDE-BLACK-05.5,PARKSIDE-BLACK-05.5,Parkside-Black-05.5,05.5,9.15,Saleable Zone,good,8,8,0,0,0,25,200,8907928278011,Warehouse,Off The Hook,Pcs
2024,PARKSIDE-BLACK-06.5,PARKSIDE-BLACK-06.5,Parkside-Black-06.5,06.5,9.15,Saleable Zone,good,7,7,0,0,0,25,175,8907928278035,Warehouse,Off The Hook,Pcs
2025,PARKSIDE-BLACK-08,PARKSIDE-BLACK-08,Parkside-Black-08,08,9.15,Saleable Zone,good,9,9,0,0,0,25,225,8907928278059,Warehouse,Off The Hook,Pcs
2026,PARKSIDE-BROWN-03.5,PARKSIDE-BROWN-03.5,Parkside-Brown-03.5,03.5,9.19,Saleable Zone,good,6,6,0,0,0,25,150,8907928278073,Warehouse,Off The Hook,Pcs
2027,PARKSIDE-BROWN-05.5,PARKSIDE-BROWN-05.5,Parkside-Brown-05.5,05.5,9.19,Saleable Zone,good,8,8,0,0,0,25,200,8907928278110,Warehouse,Off The Hook,Pcs
2028,PARKSIDE-BROWN-06.5,PARKSIDE-BROWN-06.5,Parkside-Brown-06.5,06.5,9.19,Saleable Zone,good,16,16,0,0,0,25,400,8907928278134,Warehouse,Off The Hook,Pcs
2029,PARKSIDE-BROWN-07,PARKSIDE-BROWN-07,Parkside-Brown-07,07,9.19,Saleable Zone,good,7,7,0,0,0,25,175,8907928278141,Warehouse,Off The Hook,Pcs
2030,PARKSIDE-BROWN-08,PARKSIDE-BROWN-08,Parkside-Brown-08,08,9.19,Saleable Zone,good,9,9,0,0,0,25,225,8907928278158,Warehouse,Off The Hook,Pcs
2031,PICCADILLY-BLACK-03,PICCADILLY-BLACK-03,Piccadilly-Black-03,03,8.12,Saleable Zone,good,10,10,0,0,0,43.99,439.9,8907928291768,Warehouse,Off The Hook,Pcs
2032,PICCADILLY-BLACK-04,PICCADILLY-BLACK-04,Piccadilly-Black-04,04,8.12,Saleable Zone,good,2,1,1,0,0,43.99,87.98,8907928291782,Warehouse,Off The Hook,Pcs
2033,PICCADILLY-BLACK-05,PICCADILLY-BLACK-05,Piccadilly-Black-05,05,8.12,Saleable Zone,good,24,20,4,0,0,43.99,1055.76,8907928291805,Warehouse,Off The Hook,Pcs
2034,PICCADILLY-BLACK-06,PICCADILLY-BLACK-06,Piccadilly-Black-06,06,8.12,Saleable Zone,good,16,14,2,0,0,43.99,703.84,8907928291829,Warehouse,Off The Hook,Pcs
2035,PICCADILLY-SILVER-03,PICCADILLY-SILVER-03,Piccadilly-Silver-03,03,11.14,Saleable Zone,good,18,18,0,0,0,43.99,791.82,8907928291874,Warehouse,Off The Hook,Pcs
2036,PICCADILLY-SILVER-04,PICCADILLY-SILVER-04,Piccadilly-Silver-04,04,11.14,Saleable Zone,good,17,17,0,0,0,43.99,747.83,8907928291898,Warehouse,Off The Hook,Pcs
2037,PICCADILLY-SILVER-05,PICCADILLY-SILVER-05,Piccadilly-Silver-05,05,11.14,Saleable Zone,good,8,8,0,0,0,43.99,351.92,8907928291911,Warehouse,Off The Hook,Pcs
2038,PICCADILLY-SILVER-07,PICCADILLY-SILVER-07,Piccadilly-Silver-07,07,11.14,Saleable Zone,good,11,11,0,0,0,43.99,483.89,8907928291959,Warehouse,Off The Hook,Pcs
2039,PICCADILLY-SILVER-08,PICCADILLY-SILVER-08,Piccadilly-Silver-08,08,11.14,Saleable Zone,good,16,16,0,0,0,43.99,703.84,8907928291973,Warehouse,Off The Hook,Pcs
2040,PINNER-TAN-03,PINNER-TAN-03,Pinner-Tan-03,03/37,7.18,Saleable Zone,good,14,14,0,0,0,12.4,173.6,8907928272101,Warehouse,Off The Hook,Pcs
2041,PINNER-TAN-03,PINNER-TAN-03,Pinner-Tan-03,03/37,OTH-R,SALZON2,good,6,6,0,0,0,12.4,74.4,8907928272101,Warehouse,Off The Hook,Pcs
2042,PINNER-TAN-03.5,PINNER-TAN-03.5,Pinner-Tan-03.5,03.5,7.18,Saleable Zone,good,3,3,0,0,0,12.4,37.2,8907928277588,Warehouse,Off The Hook,Pcs
2043,PINNER-TAN-03.5,PINNER-TAN-03.5,Pinner-Tan-03.5,03.5,OTH-R,SALZON2,good,9,9,0,0,0,12.4,111.6,8907928277588,Warehouse,Off The Hook,Pcs
2044,PINNER-TAN-04,PINNER-TAN-04,Pinner-Tan-04,04/38,7.18,Saleable Zone,good,25,25,0,0,0,12.4,310,8907928272118,Warehouse,Off The Hook,Pcs
2045,PINNER-TAN-05,PINNER-TAN-05,Pinner-Tan-05,05/39,7.18,Saleable Zone,good,34,34,0,0,0,12.4,421.6,8907928272125,Warehouse,Off The Hook,Pcs
2046,PINNER-TAN-06,PINNER-TAN-06,Pinner-Tan-06,06/40,7.18,Saleable Zone,good,37,37,0,0,0,12.4,458.8,8907928272132,Warehouse,Off The Hook,Pcs
2047,PINNER-TAN-06.5,PINNER-TAN-06.5,Pinner-Tan-06.5,06.5,7.18,Saleable Zone,good,13,13,0,0,0,12.4,161.2,8907928277618,Warehouse,Off The Hook,Pcs
2048,PINNER-TAN-07,PINNER-TAN-07,Pinner-Tan-07,07/41,7.18,Saleable Zone,good,24,24,0,0,0,12.4,297.6,8907928272149,Warehouse,Off The Hook,Pcs
2049,PINNER-TAN-08,PINNER-TAN-08,Pinner-Tan-08,08/42,7.18,Saleable Zone,good,14,14,0,0,0,12.4,173.6,8907928272156,Warehouse,Off The Hook,Pcs
2050,PINNER-TAN-08,PINNER-TAN-08,Pinner-Tan-08,08/42,OTH-R,SALZON2,good,7,7,0,0,0,12.4,86.8,8907928272156,Warehouse,Off The Hook,Pcs
2051,PORTOBELLO-RED-03.5,PORTOBELLO-RED-03.5,Portobello-Red-03.5,03.5,9.12,Saleable Zone,good,1,1,0,0,0,25,25,8907928277779,Warehouse,Off The Hook,Pcs
2052,PORTOBELLO-RED-04,PORTOBELLO-RED-04,Portobello-Red-04,04,9.12,Saleable Zone,good,6,6,0,0,0,25,150,8907928277786,Warehouse,Off The Hook,Pcs
2053,PORTOBELLO-RED-05.5,PORTOBELLO-RED-05.5,Portobello-Red-05.5,05.5,9.12,Saleable Zone,good,1,1,0,0,0,25,25,8907928277816,Warehouse,Off The Hook,Pcs
2054,PORTOBELLO-RED-06.5,PORTOBELLO-RED-06.5,Portobello-Red-06.5,06.5,9.12,Saleable Zone,good,6,6,0,0,0,25,150,8907928277830,Warehouse,Off The Hook,Pcs
2055,PRIOR-BLACK-03,PRIOR-BLACK-03,Prior-Black-03,03,3.3,Saleable Zone,good,13,13,0,0,0,25,325,8907928273788,Warehouse,Off The Hook,Pcs
2056,PRIOR-BLACK-03.5,PRIOR-BLACK-03.5,Prior-Black-03.5,03.5,3.3,Saleable Zone,good,16,16,0,0,0,25,400,8907928274266,Warehouse,Off The Hook,Pcs
2057,PRIOR-BLACK-04,PRIOR-BLACK-04,Prior-Black-04,04,3.3,Saleable Zone,good,28,28,0,0,0,25,700,8907928273795,Warehouse,Off The Hook,Pcs
2058,PRIOR-BLACK-04,PRIOR-BLACK-04,Prior-Black-04,04,OTH-R,SALZON2,good,36,36,0,0,0,25,900,8907928273795,Warehouse,Off The Hook,Pcs
2059,PRIOR-BLACK-04.5,PRIOR-BLACK-04.5,Prior-Black-04.5,04.5,3.3,Saleable Zone,good,12,12,0,0,0,25,300,8907928274273,Warehouse,Off The Hook,Pcs
2060,PRIOR-BLACK-04.5,PRIOR-BLACK-04.5,Prior-Black-04.5,04.5,OTH-R,SALZON2,good,14,14,0,0,0,25,350,8907928274273,Warehouse,Off The Hook,Pcs
2061,PRIOR-BLACK-05,PRIOR-BLACK-05,Prior-Black-05,05,3.3,Saleable Zone,good,33,33,0,0,0,25,825,8907928273801,Warehouse,Off The Hook,Pcs
2062,PRIOR-BLACK-05,PRIOR-BLACK-05,Prior-Black-05,05,OTH-R,SALZON2,good,93,93,0,0,0,25,2325,8907928273801,Warehouse,Off The Hook,Pcs
2063,PRIOR-BLACK-05.5,PRIOR-BLACK-05.5,Prior-Black-05.5,05.5,3.3,Saleable Zone,good,23,23,0,0,0,25,575,8907928274280,Warehouse,Off The Hook,Pcs
2064,PRIOR-BLACK-05.5,PRIOR-BLACK-05.5,Prior-Black-05.5,05.5,OTH-R,SALZON2,good,31,31,0,0,0,25,775,8907928274280,Warehouse,Off The Hook,Pcs
2065,PRIOR-BLACK-06,PRIOR-BLACK-06,Prior-Black-06,06,3.3,Saleable Zone,good,38,38,0,0,0,25,950,8907928273818,Warehouse,Off The Hook,Pcs
2066,PRIOR-BLACK-06,PRIOR-BLACK-06,Prior-Black-06,06,3.3&9.18,Saleable Zone,good,1,1,0,0,0,25,25,8907928273818,Warehouse,Off The Hook,Pcs
2067,PRIOR-BLACK-06,PRIOR-BLACK-06,Prior-Black-06,06,OTH-R,SALZON2,good,97,97,0,0,0,25,2425,8907928273818,Warehouse,Off The Hook,Pcs
2068,PRIOR-BLACK-06.5,PRIOR-BLACK-06.5,Prior-Black-06.5,06.5,3.3,Saleable Zone,good,29,29,0,0,0,25,725,8907928274297,Warehouse,Off The Hook,Pcs
2069,PRIOR-BLACK-06.5,PRIOR-BLACK-06.5,Prior-Black-06.5,06.5,OTH-R,SALZON2,good,43,43,0,0,0,25,1075,8907928274297,Warehouse,Off The Hook,Pcs
2070,PRIOR-BLACK-07,PRIOR-BLACK-07,Prior-Black-07,07,3.3,Saleable Zone,good,24,24,0,0,0,25,600,8907928273825,Warehouse,Off The Hook,Pcs
2071,PRIOR-BLACK-07,PRIOR-BLACK-07,Prior-Black-07,07,OTH-R,SALZON2,good,52,52,0,0,0,25,1300,8907928273825,Warehouse,Off The Hook,Pcs
2072,PRIOR-BLACK-08,PRIOR-BLACK-08,Prior-Black-08,08,3.3,Saleable Zone,good,22,22,0,0,0,25,550,8907928273832,Warehouse,Off The Hook,Pcs
2073,PRIOR-BLACK-08,PRIOR-BLACK-08,Prior-Black-08,08,OTH-R,SALZON2,good,22,22,0,0,0,25,550,8907928273832,Warehouse,Off The Hook,Pcs
2074,REGENT-BLACK-03,REGENT-BLACK-03,Regent-Black-03,03/37,8.17,Saleable Zone,good,17,17,0,0,0,12,204,8907928271869,Warehouse,Off The Hook,Pcs
2075,REGENT-BLACK-03,REGENT-BLACK-03,Regent-Black-03,03/37,OTH-R,SALZON2,good,8,8,0,0,0,12,96,8907928271869,Warehouse,Off The Hook,Pcs
2076,REGENT-BLACK-04,REGENT-BLACK-04,Regent-Black-04,04/38,8.17,Saleable Zone,good,1,1,0,0,0,12,12,8907928271876,Warehouse,Off The Hook,Pcs
2077,REGENT-BLACK-06,REGENT-BLACK-06,Regent-Black-06,06/40,8.17,Saleable Zone,good,7,7,0,0,0,12,84,8907928271890,Warehouse,Off The Hook,Pcs
2078,REGENT-BLACK-07,REGENT-BLACK-07,Regent-Black-07,07/41,8.17,Saleable Zone,good,10,10,0,0,0,12,120,8907928271906,Warehouse,Off The Hook,Pcs
2079,REGENT-BLACK-08,REGENT-BLACK-08,Regent-Black-08,08/42,8.17,Saleable Zone,good,15,15,0,0,0,12,180,8907928271913,Warehouse,Off The Hook,Pcs
2080,REGENT-SILVER-03,REGENT-SILVER-03,Regent-Silver-03,03/37,3.15,Saleable Zone,good,26,26,0,0,0,12,312,8907928271807,Warehouse,Off The Hook,Pcs
2081,REGENT-SILVER-03,REGENT-SILVER-03,Regent-Silver-03,03/37,OTH-R,SALZON2,good,8,8,0,0,0,12,96,8907928271807,Warehouse,Off The Hook,Pcs
2082,REGENT-SILVER-04,REGENT-SILVER-04,Regent-Silver-04,04/38,3.15,Saleable Zone,good,18,18,0,0,0,12,216,8907928271814,Warehouse,Off The Hook,Pcs
2083,REGENT-SILVER-04,REGENT-SILVER-04,Regent-Silver-04,04/38,OTH-R,SALZON2,good,56,56,0,0,0,12,672,8907928271814,Warehouse,Off The Hook,Pcs
2084,REGENT-SILVER-05,REGENT-SILVER-05,Regent-Silver-05,05/39,3.15,Saleable Zone,good,12,12,0,0,0,12,144,8907928271821,Warehouse,Off The Hook,Pcs
2085,REGENT-SILVER-05,REGENT-SILVER-05,Regent-Silver-05,05/39,OTH-R,SALZON2,good,94,94,0,0,0,12,1128,8907928271821,Warehouse,Off The Hook,Pcs
2086,REGENT-SILVER-06,REGENT-SILVER-06,Regent-Silver-06,06/40,3.15,Saleable Zone,good,7,7,0,0,0,12,84,8907928271838,Warehouse,Off The Hook,Pcs
2087,REGENT-SILVER-06,REGENT-SILVER-06,Regent-Silver-06,06/40,OTH-R,SALZON2,good,94,94,0,0,0,12,1128,8907928271838,Warehouse,Off The Hook,Pcs
2088,REGENT-SILVER-07,REGENT-SILVER-07,Regent-Silver-07,07/41,3.15,Saleable Zone,good,10,10,0,0,0,12,120,8907928271845,Warehouse,Off The Hook,Pcs
2089,REGENT-SILVER-07,REGENT-SILVER-07,Regent-Silver-07,07/41,OTH-R,SALZON2,good,56,56,0,0,0,12,672,8907928271845,Warehouse,Off The Hook,Pcs
2090,REGENT-SILVER-08,REGENT-SILVER-08,Regent-Silver-08,08/42,3.15,Saleable Zone,good,11,11,0,0,0,12,132,8907928271852,Warehouse,Off The Hook,Pcs
2091,REGENT-SILVER-08,REGENT-SILVER-08,Regent-Silver-08,08/42,OTH-R,SALZON2,good,18,18,0,0,0,12,216,8907928271852,Warehouse,Off The Hook,Pcs
2092,REGGIE-BLACK-10,REGGIE-BLACK-10,Reggie-Black-10,10/44,6.1,Saleable Zone,good,2,2,0,0,0,8,16,8904309518360,Warehouse,Red Tape,Pcs
2093,REGGIE-BLACK-10,REGGIE-BLACK-10,Reggie-Black-10,10/44,TC-R,SALZON2,good,120,120,0,0,0,8,960,8904309518360,Warehouse,Red Tape,Pcs
2094,REGGIE-BLACK-11,REGGIE-BLACK-11,Reggie-Black-11,11/45,TC-R,SALZON2,good,60,60,0,0,0,8,480,8904309518353,Warehouse,Red Tape,Pcs
2095,REGGIE-BLACK-12,REGGIE-BLACK-12,Reggie-Black-12,12/46,TC-R,SALZON2,good,50,50,0,0,0,8,400,8904309518346,Warehouse,Red Tape,Pcs
2096,REGGIE-BLACK-7,REGGIE-BLACK-7,Reggie-Black-7,07/41,TC-R,SALZON2,good,100,100,0,0,0,8,800,8904309518391,Warehouse,Red Tape,Pcs
2097,REGGIE-BLACK-8,REGGIE-BLACK-8,Reggie-Black-8,08/42,6.1,Saleable Zone,good,15,14,1,0,0,8,120,8904309518384,Warehouse,Red Tape,Pcs
2098,REGGIE-BLACK-8,REGGIE-BLACK-8,Reggie-Black-8,08/42,TC-R,SALZON2,good,50,50,0,0,0,8,400,8904309518384,Warehouse,Red Tape,Pcs
2099,REGGIE-BLACK-9,REGGIE-BLACK-9,Reggie-Black-9,09/43,6.1,Saleable Zone,good,46,46,0,0,0,8,368,8904309518377,Warehouse,Red Tape,Pcs
2100,REGGIE-BLACK-9,REGGIE-BLACK-9,Reggie-Black-9,09/43,TC-R,SALZON2,good,120,120,0,0,0,8,960,8904309518377,Warehouse,Red Tape,Pcs
2101,RISLEY-WOOD-10,RISLEY-WOOD-10,Risley-Wood-10,10/44,BADBIN,Damaged Items,In Process,1,1,0,0,0,9.6,9.6,8903144294262,Warehouse,Red Tape,Pcs
2102,RISLEY-WOOD-12,RISLEY-WOOD-12,Risley-Wood-12,12/46,BADBIN,Damaged Items,In Process,1,1,0,0,0,9.6,9.6,8903144294286,Warehouse,Red Tape,Pcs
2103,ROCKY-B-BLACK-1,ROCKY-B-BLACK-1,Rocky-B-Black-1,01,OTH-R,SALZON2,good,60,60,0,0,0,12.5,750,8907928297692,Warehouse,Off The Hook,Pcs
2104,ROCKY-B-BLACK-12,ROCKY-B-BLACK-12,Rocky-B-Black-12,12,OTH-R,SALZON2,good,40,40,0,0,0,12.5,500,8907928297678,Warehouse,Off The Hook,Pcs
2105,ROCKY-B-BLACK-13,ROCKY-B-BLACK-13,Rocky-B-Black-13,13,NEW,Saleable Zone,good,11,11,0,0,0,12.5,137.5,8907928297685,Warehouse,Off The Hook,Pcs
2106,ROCKY-B-BLACK-13,ROCKY-B-BLACK-13,Rocky-B-Black-13,13,OTH-R,SALZON2,good,30,30,0,0,0,12.5,375,8907928297685,Warehouse,Off The Hook,Pcs
2107,ROCKY-B-BLACK-2,ROCKY-B-BLACK-2,Rocky-B-Black-2,02,OTH-R,SALZON2,good,80,80,0,0,0,12.5,1000,8907928297708,Warehouse,Off The Hook,Pcs
2108,ROCKY-B-BLACK-3,ROCKY-B-BLACK-3,Rocky-B-Black-3,03,OTH-R,SALZON2,good,80,80,0,0,0,12.5,1000,8907928297715,Warehouse,Off The Hook,Pcs
2109,ROCKY-B-BLACK-4,ROCKY-B-BLACK-4,Rocky-B-Black-4,04,NEW,Saleable Zone,good,2,2,0,0,0,12.5,25,8907928297722,Warehouse,Off The Hook,Pcs
2110,ROCKY-B-BLACK-4,ROCKY-B-BLACK-4,Rocky-B-Black-4,04,OTH-R,SALZON2,good,80,80,0,0,0,12.5,1000,8907928297722,Warehouse,Off The Hook,Pcs
2111,ROCKY-B-BLACK-5,ROCKY-B-BLACK-5,Rocky-B-Black-5,05,OTH-R,SALZON2,good,70,70,0,0,0,12.5,875,8907928297739,Warehouse,Off The Hook,Pcs
2112,ROCKY-B-BLACK-6,ROCKY-B-BLACK-6,Rocky-B-Black-6,06,OTH-R,SALZON2,good,50,50,0,0,0,12.5,625,8907928297746,Warehouse,Off The Hook,Pcs
2113,ROCKY-B-BROWN-1,ROCKY-B-BROWN-1,Rocky-B-Brown-1,01,OTH-R,SALZON2,good,60,60,0,0,0,11.95,717,8907928297616,Warehouse,Off The Hook,Pcs
2114,ROCKY-B-BROWN-12,ROCKY-B-BROWN-12,Rocky-B-Brown-12,12,4.11,Saleable Zone,good,11,11,0,0,0,11.95,131.45,8907928297593,Warehouse,Off The Hook,Pcs
2115,ROCKY-B-BROWN-12,ROCKY-B-BROWN-12,Rocky-B-Brown-12,12,OTH-R,SALZON2,good,29,29,0,0,0,11.95,346.55,8907928297593,Warehouse,Off The Hook,Pcs
2116,ROCKY-B-BROWN-13,ROCKY-B-BROWN-13,Rocky-B-Brown-13,13,OTH-R,SALZON2,good,40,40,0,0,0,11.95,478,8907928297609,Warehouse,Off The Hook,Pcs
2117,ROCKY-B-BROWN-2,ROCKY-B-BROWN-2,Rocky-B-Brown-2,02,OTH-R,SALZON2,good,80,80,0,0,0,11.95,956,8907928297623,Warehouse,Off The Hook,Pcs
2118,ROCKY-B-BROWN-3,ROCKY-B-BROWN-3,Rocky-B-Brown-3,03,OTH-R,SALZON2,good,80,80,0,0,0,11.95,956,8907928297630,Warehouse,Off The Hook,Pcs
2119,ROCKY-B-BROWN-4,ROCKY-B-BROWN-4,Rocky-B-Brown-4,04,OTH-R,SALZON2,good,80,80,0,0,0,11.95,956,8907928297647,Warehouse,Off The Hook,Pcs
2120,ROCKY-B-BROWN-5,ROCKY-B-BROWN-5,Rocky-B-Brown-5,05,4.11,Saleable Zone,good,1,1,0,0,0,11.95,11.95,8907928297654,Warehouse,Off The Hook,Pcs
2121,ROCKY-B-BROWN-5,ROCKY-B-BROWN-5,Rocky-B-Brown-5,05,OTH-R,SALZON2,good,70,70,0,0,0,11.95,836.5,8907928297654,Warehouse,Off The Hook,Pcs
2122,ROCKY-B-BROWN-6,ROCKY-B-BROWN-6,Rocky-B-Brown-6,06,OTH-R,SALZON2,good,50,50,0,0,0,11.95,597.5,8907928297661,Warehouse,Off The Hook,Pcs
2123,ROMFORD-CUOIO-03,ROMFORD-CUOIO-03,Romford-Cuoio-03,03/37,5.13,Saleable Zone,good,9,9,0,0,0,10.8,97.2,8907928271746,Warehouse,Off The Hook,Pcs
2124,RORY-BROWN-SUEDE-12,RORY-BROWN-SUEDE-12,Rory-Brown-Suede-12,12,11.8,Saleable Zone,good,5,5,0,0,0,38.99,194.95,8907928288607,Warehouse,Off The Hook,Pcs
2125,RORY-BROWN-SUEDE-9,RORY-BROWN-SUEDE-9,Rory-Brown-Suede-9,09,11.8,Saleable Zone,good,1,1,0,0,0,38.99,38.99,8907928288638,Warehouse,Off The Hook,Pcs
2126,RORY-BROWN-SUEDE-9,RORY-BROWN-SUEDE-9,Rory-Brown-Suede-9,09,OTH-R,SALZON2,good,50,50,0,0,0,38.99,1949.5,8907928288638,Warehouse,Off The Hook,Pcs
2127,RORY-CAMEL-SUEDE-11,RORY-CAMEL-SUEDE-11,Rory-Camel-Suede-11,11,9.7,Saleable Zone,good,1,1,0,0,0,38.99,38.99,8907928288553,Warehouse,Off The Hook,Pcs
